InventoryID,SnapshotDate,StoreID,ProductID,OpeningStock,ReceivedQuantity,SoldQuantity,ReturnQuantity,ClosingStock,DamagedQuantity,InventoryValue
INV00021375,2025-07-06,STR003,PRD00214,31,33,13,0,51,0,350352.66
INV00021376,2025-07-06,STR003,PRD00124,34,0,20,2,16,0,113976.8
INV00021377,2025-07-06,STR003,PRD00690,89,0,32,0,57,0,136652.94
INV00021378,2025-07-06,STR003,PRD00510,421,366,27,0,759,1,325929.78
INV00021379,2025-07-06,STR003,PRD00879,45,162,16,0,191,0,308317.93
INV00021380,2025-07-06,STR003,PRD00772,93,0,31,0,62,0,40888.38
INV00021381,2025-07-06,STR004,PRD00972,85,113,46,0,152,0,95608.0
INV00021382,2025-07-06,STR004,PRD00541,161,0,72,0,89,0,36095.73
INV00021383,2025-07-06,STR004,PRD00551,347,0,15,0,332,0,142949.24
INV00021384,2025-07-06,STR004,PRD00687,25,141,5,0,161,0,288056.37
INV00021385,2025-07-06,STR004,PRD00226,118,0,33,0,85,0,180370.85
INV00021386,2025-07-06,STR004,PRD00278,228,0,58,0,170,0,49651.9
INV00021387,2025-07-06,STR004,PRD01138,80,106,37,0,149,0,415607.19
INV00021388,2025-07-06,STR004,PRD00439,103,375,26,0,452,0,43215.72
INV00021389,2025-07-06,STR004,PRD00589,366,0,103,0,263,0,66812.52
INV00021390,2025-07-06,STR004,PRD00440,272,0,70,1,203,0,65128.49
INV00021391,2025-07-06,STR004,PRD01199,31,61,6,1,87,0,295508.55
INV00021392,2025-07-06,STR004,PRD00502,95,0,54,1,42,0,26406.24
INV00021393,2025-07-06,STR004,PRD00977,185,0,7,0,178,0,50245.84
INV00021394,2025-07-06,STR004,PRD00155,26,79,13,0,92,0,152001.48
INV00021395,2025-07-06,STR004,PRD00787,217,0,96,2,123,0,23264.22
INV00021396,2025-07-06,STR004,PRD00156,86,0,29,0,57,0,70221.15
INV00021397,2025-07-06,STR004,PRD00491,56,0,18,0,38,0,20014.98
INV00021398,2025-07-06,STR004,PRD00832,50,0,30,0,20,0,27405.6
INV00021399,2025-07-06,STR004,PRD00590,230,0,86,0,144,0,35017.92
INV00021400,2025-07-06,STR004,PRD00868,34,116,8,0,141,1,128621.61
INV00021401,2025-07-06,STR005,PRD01172,102,0,53,0,49,0,28324.94
INV00021402,2025-07-06,STR005,PRD00091,21,58,12,0,67,0,1038806.86
INV00021403,2025-07-06,STR005,PRD00675,47,0,25,0,22,0,16685.46
INV00021404,2025-07-06,STR005,PRD00797,39,237,12,0,264,0,108612.24
INV00021405,2025-07-06,STR005,PRD00250,148,0,32,0,116,0,317500.12
INV00021406,2025-07-06,STR005,PRD01183,35,34,17,1,53,0,176596.0
INV00021407,2025-07-06,STR005,PRD00048,55,0,33,0,22,0,402536.2
INV00021408,2025-07-06,STR005,PRD01140,32,71,12,0,91,0,301797.86
INV00021409,2025-07-06,STR005,PRD00624,239,0,56,0,183,0,15935.64
INV00021410,2025-07-06,STR005,PRD01069,100,0,11,0,89,0,96462.65
INV00021411,2025-07-06,STR005,PRD00755,84,177,45,0,215,1,74026.65
INV00021412,2025-07-06,STR005,PRD00804,55,148,7,0,195,1,110132.1
INV00021413,2025-07-06,STR005,PRD00929,152,0,84,0,68,0,138464.32
INV00021414,2025-07-06,STR005,PRD00011,56,0,20,0,36,0,354048.84
INV00021415,2025-07-06,STR005,PRD00745,31,0,7,1,25,0,45729.5
INV00021416,2025-07-06,STR005,PRD00047,56,0,21,0,35,0,627303.25
INV00021417,2025-07-06,STR005,PRD00354,31,92,14,0,109,0,70812.94
INV00021418,2025-07-06,STR005,PRD01184,19,63,6,0,76,0,241885.2
INV00021419,2025-07-06,STR005,PRD01017,34,171,19,0,186,0,110054.34
INV00021420,2025-07-06,STR005,PRD00993,75,232,11,0,296,0,25728.32
INV00021421,2025-07-06,STR006,PRD00464,241,282,126,0,397,0,182020.53
INV00021422,2025-07-06,STR006,PRD00985,230,273,107,0,396,0,21803.76
INV00021423,2025-07-06,STR006,PRD00493,268,0,159,0,109,0,48668.5
INV00021424,2025-07-06,STR006,PRD00465,136,0,65,1,72,0,31881.6
INV00021425,2025-07-06,STR006,PRD00624,181,0,88,0,93,0,8098.44
INV00021426,2025-07-06,STR006,PRD00743,31,166,10,0,186,1,210470.16
INV00021427,2025-07-06,STR006,PRD00813,160,0,67,0,93,0,186875.13
INV00021428,2025-07-06,STR006,PRD01028,336,0,111,0,225,0,10822.5
INV00021429,2025-07-06,STR006,PRD00857,76,0,23,0,53,0,114524.52
INV00021430,2025-07-06,STR006,PRD01114,93,0,20,0,73,0,260853.82
INV00021431,2025-07-06,STR006,PRD00536,391,0,25,0,366,0,99167.7
INV00021432,2025-07-06,STR006,PRD00940,134,0,30,0,104,0,4041.44
INV00021433,2025-07-06,STR006,PRD00223,8,58,8,0,58,0,406857.82
INV00021434,2025-07-06,STR006,PRD00083,46,0,27,0,19,0,122783.13
INV00021435,2025-07-06,STR006,PRD00365,259,0,114,0,145,0,65060.05
INV00021436,2025-07-06,STR006,PRD00724,27,180,10,0,197,0,314098.77
INV00021437,2025-07-06,STR006,PRD01125,143,0,5,0,137,1,195009.91
INV00021438,2025-07-06,STR006,PRD00354,140,0,22,0,118,0,76659.88
INV00021439,2025-07-06,STR006,PRD00400,38,0,21,0,17,0,9375.16
INV00021440,2025-07-06,STR006,PRD01095,81,109,46,0,144,0,377419.68
INV00021441,2025-07-06,STR007,PRD00286,449,0,102,0,347,0,87908.98
INV00021442,2025-07-06,STR007,PRD00157,73,45,31,0,87,0,378901.53
INV00021443,2025-07-06,STR007,PRD00085,55,0,32,0,23,0,411138.34
INV00021444,2025-07-06,STR007,PRD00767,118,0,61,0,57,0,88756.98
INV00021445,2025-07-06,STR007,PRD00682,119,92,19,1,193,0,472325.04
INV00021446,2025-07-06,STR007,PRD00634,253,0,70,0,183,0,54709.68
INV00021447,2025-07-06,STR007,PRD00418,169,0,72,0,97,0,30596.71
INV00021448,2025-07-06,STR007,PRD00054,67,0,14,0,53,0,627538.02
INV00021449,2025-07-06,STR007,PRD00439,309,0,50,0,259,0,24762.99
INV00021450,2025-07-06,STR007,PRD01058,219,0,34,0,185,0,26828.7
INV00021451,2025-07-06,STR007,PRD00362,51,0,11,0,39,1,20767.89
INV00021452,2025-07-06,STR007,PRD00644,133,331,42,0,422,0,190908.58
INV00021453,2025-07-06,STR007,PRD01082,168,0,53,0,115,0,91684.9
INV00021454,2025-07-06,STR007,PRD00295,61,0,30,0,31,0,17623.19
INV00021455,2025-07-06,STR007,PRD00538,295,0,103,0,192,0,8021.76
INV00021456,2025-07-06,STR007,PRD00974,424,0,109,0,315,0,33629.4
INV00021457,2025-07-06,STR007,PRD00705,310,186,123,0,373,0,122504.39
INV00021458,2025-07-06,STR007,PRD01132,45,43,18,0,70,0,272378.4
INV00021459,2025-07-06,STR007,PRD00298,89,137,11,0,215,0,143215.8
INV00021460,2025-07-06,STR007,PRD00003,65,0,19,0,46,0,24575.04
INV00021461,2025-07-06,STR008,PRD00873,231,0,84,0,147,0,72243.15
INV00021462,2025-07-06,STR008,PRD00757,182,0,55,0,127,0,131809.49
INV00021463,2025-07-06,STR008,PRD00283,430,0,166,0,264,0,113908.08
INV00021464,2025-07-06,STR008,PRD01018,161,0,84,0,77,0,6837.6
INV00021465,2025-07-06,STR008,PRD00480,145,204,58,0,291,0,25075.47
INV00021466,2025-07-06,STR008,PRD00997,88,178,22,0,244,0,152424.36
INV00021467,2025-07-06,STR008,PRD00110,39,0,21,0,18,0,332867.7
INV00021468,2025-07-06,STR008,PRD00039,50,0,23,0,27,0,169558.65
INV00021469,2025-07-06,STR008,PRD00856,20,113,7,0,126,0,152783.82
INV00021470,2025-07-06,STR008,PRD00300,137,0,28,2,111,0,66722.1
INV00021471,2025-07-06,STR008,PRD00067,28,139,7,0,160,0,431155.2
INV00021472,2025-07-06,STR008,PRD00714,75,0,42,0,31,2,41788.31
INV00021473,2025-07-06,STR008,PRD00257,63,0,26,0,37,0,79393.49
INV00021474,2025-07-06,STR008,PRD00399,145,0,34,0,110,1,71184.3
INV00021475,2025-07-06,STR008,PRD00710,23,149,8,0,164,0,364734.36
INV00021476,2025-07-06,STR008,PRD00026,23,0,5,0,16,2,48752.16
INV00021477,2025-07-06,STR008,PRD00468,139,171,65,1,246,0,36486.72
INV00021478,2025-07-06,STR008,PRD00511,65,0,15,0,50,0,27959.0
INV00021479,2025-07-06,STR008,PRD00475,34,0,15,0,19,0,10810.24
INV00021480,2025-07-06,STR008,PRD00332,296,0,25,1,272,0,74236.96
INV00021481,2025-07-06,STR009,PRD00777,38,77,16,1,100,0,194178.0
INV00021482,2025-07-06,STR009,PRD00601,74,176,11,2,241,0,7427.62
INV00021483,2025-07-06,STR009,PRD00081,46,30,14,0,62,0,812595.56
INV00021484,2025-07-06,STR009,PRD00963,346,0,149,0,197,0,12560.72
INV00021485,2025-07-06,STR009,PRD00529,247,0,69,0,176,2,86294.56
INV00021486,2025-07-06,STR009,PRD00486,243,265,80,0,428,0,52879.4
INV00021487,2025-07-06,STR009,PRD00295,17,135,5,1,148,0,84136.52
INV00021488,2025-07-06,STR009,PRD01016,379,0,161,2,220,0,35508.0
INV00021489,2025-07-06,STR009,PRD00606,375,342,210,0,507,0,156444.99
INV00021490,2025-07-06,STR009,PRD00270,112,0,61,0,51,0,39222.06
INV00021491,2025-07-06,STR009,PRD00720,70,0,14,0,56,0,117877.2
INV00021492,2025-07-06,STR009,PRD00407,63,0,35,0,28,0,14935.2
INV00021493,2025-07-06,STR009,PRD00177,35,75,18,0,92,0,680622.44
INV00021494,2025-07-06,STR009,PRD00001,38,40,10,0,68,0,1042921.44
INV00021495,2025-07-06,STR009,PRD00953,253,0,42,0,211,0,12231.67
INV00021496,2025-07-06,STR009,PRD00249,39,0,23,0,16,0,54658.4
INV00021497,2025-07-06,STR009,PRD01170,74,0,5,0,69,0,47948.1
INV00021498,2025-07-06,STR009,PRD00677,70,0,23,0,47,0,39174.03
INV00021499,2025-07-06,STR009,PRD00377,17,180,7,2,192,0,157962.24
INV00021500,2025-07-06,STR009,PRD01004,231,0,110,0,121,0,7977.53
INV00021501,2025-07-06,STR010,PRD00022,34,65,8,0,91,0,1486700.67
INV00021502,2025-07-06,STR010,PRD00489,33,0,18,0,15,0,10363.2
INV00021503,2025-07-06,STR010,PRD00453,108,0,33,0,74,1,70031.38
INV00021504,2025-07-06,STR010,PRD00940,55,259,14,0,300,0,11658.0
INV00021505,2025-07-06,STR010,PRD01144,79,147,11,0,215,0,306594.3
INV00021506,2025-07-06,STR010,PRD00589,450,307,59,0,698,0,177319.92
INV00021507,2025-07-06,STR010,PRD00732,61,0,32,0,29,0,76806.79
INV00021508,2025-07-06,STR010,PRD00090,41,0,21,0,20,0,111137.2
INV00021509,2025-07-06,STR010,PRD00880,365,386,179,0,572,0,168133.68
INV00021510,2025-07-06,STR010,PRD01169,19,39,10,0,48,0,192067.68
INV00021511,2025-07-06,STR010,PRD00056,6,45,6,0,45,0,386145.45
INV00021512,2025-07-06,STR010,PRD00391,110,0,16,0,94,0,32656.54
INV00021513,2025-07-06,STR010,PRD00781,186,0,16,0,170,0,352042.8
INV00021514,2025-07-06,STR010,PRD01059,160,0,5,0,155,0,57095.8
INV00021515,2025-07-06,STR010,PRD00247,23,0,11,0,12,0,59909.04
INV00021516,2025-07-06,STR010,PRD00012,19,35,9,0,45,0,185460.75
INV00021517,2025-07-06,STR010,PRD00366,71,164,14,0,221,0,104915.33
INV00021518,2025-07-06,STR010,PRD00537,387,0,90,0,295,2,23240.1
INV00021519,2025-07-06,STR010,PRD00913,71,96,17,0,150,0,324075.0
INV00021520,2025-07-06,STR010,PRD01017,80,0,18,1,63,0,37276.47
INV00021521,2025-07-06,STR011,PRD00924,244,0,39,0,205,0,39872.5
INV00021522,2025-07-06,STR011,PRD00762,167,0,19,0,148,0,134659.28
INV00021523,2025-07-06,STR011,PRD00028,113,87,59,2,143,0,377715.91
INV00021524,2025-07-06,STR011,PRD00539,183,0,46,0,137,0,6539.01
INV00021525,2025-07-06,STR011,PRD00933,21,90,10,0,101,0,220210.3
INV00021526,2025-07-06,STR011,PRD00528,96,0,9,0,87,0,82331.58
INV00021527,2025-07-06,STR011,PRD01156,154,0,16,0,137,1,310684.49
INV00021528,2025-07-06,STR011,PRD00159,59,0,18,0,41,0,150737.32
INV00021529,2025-07-06,STR011,PRD00398,157,0,62,0,95,0,16468.25
INV00021530,2025-07-06,STR011,PRD00303,99,0,24,0,75,0,27171.0
INV00021531,2025-07-06,STR011,PRD00535,119,0,34,0,84,1,18839.52
INV00021532,2025-07-06,STR011,PRD00544,177,0,72,0,105,0,8687.7
INV00021533,2025-07-06,STR011,PRD00476,109,90,5,0,194,0,105376.92
INV00021534,2025-07-06,STR011,PRD00489,60,0,24,0,36,0,24871.68
INV00021535,2025-07-06,STR011,PRD00071,71,47,42,0,76,0,730027.88
INV00021536,2025-07-06,STR011,PRD00079,16,34,5,0,45,0,606859.65
INV00021537,2025-07-06,STR011,PRD00652,155,0,31,0,124,0,16988.0
INV00021538,2025-07-06,STR011,PRD00716,53,0,6,0,47,0,47350.62
INV00021539,2025-07-06,STR011,PRD00753,99,0,58,0,41,0,107490.52
INV00021540,2025-07-06,STR011,PRD00153,27,0,14,1,14,0,110909.68
INV00021541,2025-07-06,STR012,PRD01180,46,0,14,0,32,0,135801.92
INV00021542,2025-07-06,STR012,PRD00009,26,41,11,0,56,0,467292.56
INV00021543,2025-07-06,STR012,PRD00311,147,154,35,1,267,0,154416.78
INV00021544,2025-07-06,STR012,PRD00059,35,0,14,0,21,0,257664.96
INV00021545,2025-07-06,STR012,PRD00736,52,0,25,0,27,0,33521.85
INV00021546,2025-07-06,STR012,PRD00588,59,245,27,0,276,1,24947.64
INV00021547,2025-07-06,STR012,PRD00236,65,0,9,0,56,0,223427.68
INV00021548,2025-07-06,STR012,PRD01005,195,0,107,0,88,0,41861.6
INV00021549,2025-07-06,STR012,PRD00610,236,0,129,0,107,0,44269.11
INV00021550,2025-07-06,STR012,PRD00518,65,0,15,0,50,0,38421.5
INV00021551,2025-07-06,STR012,PRD01159,191,0,57,2,136,0,203899.36
INV00021552,2025-07-06,STR012,PRD01170,34,178,18,0,194,0,134810.6
INV00021553,2025-07-06,STR012,PRD01109,92,157,44,0,205,0,567526.1
INV00021554,2025-07-06,STR012,PRD00583,121,180,10,1,292,0,127776.28
INV00021555,2025-07-06,STR012,PRD00928,50,156,28,0,178,0,322630.34
INV00021556,2025-07-06,STR012,PRD00574,63,185,6,0,242,0,81931.52
INV00021557,2025-07-06,STR012,PRD00485,97,0,39,0,58,0,34402.7
INV00021558,2025-07-06,STR012,PRD00061,36,0,10,0,25,1,132746.5
INV00021559,2025-07-06,STR012,PRD00592,135,0,39,0,96,0,20955.84
INV00021560,2025-07-06,STR012,PRD00104,15,0,9,0,6,0,105496.98
INV00021561,2025-07-06,STR013,PRD00688,81,0,34,0,47,0,98175.48
INV00021562,2025-07-06,STR013,PRD00884,70,0,39,0,31,0,33676.54
INV00021563,2025-07-06,STR013,PRD00809,99,0,21,0,78,0,69867.72
INV00021564,2025-07-06,STR013,PRD00310,184,0,59,0,125,0,37967.5
INV00021565,2025-07-06,STR013,PRD01149,50,0,28,0,22,0,51364.94
INV00021566,2025-07-06,STR013,PRD00637,340,0,161,0,179,0,38234.4
INV00021567,2025-07-06,STR013,PRD00528,90,0,14,0,76,0,71921.84
INV00021568,2025-07-06,STR013,PRD00774,112,0,9,3,106,0,164222.62
INV00021569,2025-07-06,STR013,PRD00626,172,0,56,1,117,0,8883.81
INV00021570,2025-07-06,STR013,PRD01034,262,0,110,0,152,0,33093.44
INV00021571,2025-07-06,STR013,PRD01187,39,0,18,0,21,0,70454.79
INV00021572,2025-07-06,STR013,PRD00380,118,317,66,0,369,0,77674.5
INV00021573,2025-07-06,STR013,PRD00513,127,0,12,1,116,0,10760.16
INV00021574,2025-07-06,STR013,PRD00112,42,70,17,0,95,0,297086.85
INV00021575,2025-07-06,STR013,PRD01151,80,0,37,0,43,0,145097.48
INV00021576,2025-07-06,STR013,PRD00976,83,0,11,1,72,1,41947.92
INV00021577,2025-07-06,STR013,PRD00043,53,0,16,0,37,0,566209.89
INV00021578,2025-07-06,STR013,PRD00338,77,175,46,3,209,0,143840.07
INV00021579,2025-07-06,STR013,PRD00790,94,0,7,0,87,0,78536.64
INV00021580,2025-07-06,STR013,PRD00438,90,297,41,0,346,0,168463.94
INV00021581,2025-07-06,STR014,PRD00421,393,0,235,0,158,0,76867.0
INV00021582,2025-07-06,STR014,PRD00935,88,103,27,0,164,0,96120.4
INV00021583,2025-07-06,STR014,PRD00597,301,0,150,0,151,0,67016.82
INV00021584,2025-07-06,STR014,PRD00327,51,110,28,0,133,0,110951.26
INV00021585,2025-07-06,STR014,PRD00998,359,285,181,0,463,0,208299.07
INV00021586,2025-07-06,STR014,PRD00240,20,0,6,0,14,0,103470.22
INV00021587,2025-07-06,STR014,PRD00769,93,0,51,0,42,0,52171.14
INV00021588,2025-07-06,STR014,PRD00314,117,0,11,0,106,0,39475.46
INV00021589,2025-07-06,STR014,PRD00450,82,242,21,0,303,0,88033.62
INV00021590,2025-07-06,STR014,PRD00788,152,0,51,1,102,0,214730.4
INV00021591,2025-07-06,STR014,PRD00537,142,283,81,0,344,0,27100.32
INV00021592,2025-07-06,STR014,PRD00357,97,0,43,0,54,0,36552.6
INV00021593,2025-07-06,STR014,PRD00633,158,0,9,0,149,0,31722.1
INV00021594,2025-07-06,STR014,PRD00715,52,90,5,1,137,1,271808.0
INV00021595,2025-07-06,STR014,PRD00966,181,0,59,0,122,0,64226.9
INV00021596,2025-07-06,STR014,PRD00720,58,116,31,0,143,0,301007.85
INV00021597,2025-07-06,STR014,PRD00934,30,152,15,1,168,0,304259.76
INV00021598,2025-07-06,STR014,PRD00058,27,167,12,1,183,0,470035.5
INV00021599,2025-07-06,STR014,PRD00937,230,0,61,0,169,0,30007.64
INV00021600,2025-07-06,STR014,PRD00624,99,0,46,0,53,0,4615.24
INV00021601,2025-07-06,STR015,PRD00591,103,0,55,0,48,0,17459.04
INV00021602,2025-07-06,STR015,PRD00132,61,39,26,0,74,0,1311699.58
INV00021603,2025-07-06,STR015,PRD00626,202,283,111,0,374,0,28397.82
INV00021604,2025-07-06,STR015,PRD00433,73,0,5,3,71,0,61184.25
INV00021605,2025-07-06,STR015,PRD00764,21,171,6,0,186,0,341516.46
INV00021606,2025-07-06,STR015,PRD00266,25,52,5,0,72,0,582184.08
INV00021607,2025-07-06,STR015,PRD00534,205,0,92,0,113,0,9106.67
INV00021608,2025-07-06,STR015,PRD00938,150,0,40,0,110,0,36006.3
INV00021609,2025-07-06,STR015,PRD01104,19,50,5,0,64,0,223255.04
INV00021610,2025-07-06,STR015,PRD00719,134,99,8,1,226,0,623581.46
INV00021611,2025-07-06,STR015,PRD00589,93,307,6,0,393,1,99837.72
INV00021612,2025-07-06,STR015,PRD00616,98,365,43,0,420,0,131934.6
INV00021613,2025-07-06,STR015,PRD00487,172,0,24,0,148,0,11668.32
INV00021614,2025-07-06,STR015,PRD01143,68,0,8,0,58,2,183124.56
INV00021615,2025-07-06,STR015,PRD00294,86,122,5,0,203,0,132567.12
INV00021616,2025-07-06,STR015,PRD00586,276,0,135,0,141,0,62041.41
INV00021617,2025-07-06,STR015,PRD00177,35,0,16,0,19,0,140563.33
INV00021618,2025-07-06,STR015,PRD00242,31,92,14,0,109,0,278784.94
INV00021619,2025-07-06,STR015,PRD00227,30,64,11,0,83,0,296114.95
INV00021620,2025-07-06,STR015,PRD00050,36,75,9,0,102,0,1639755.06
INV00021621,2025-07-06,STR016,PRD01031,47,0,6,0,41,0,21458.17
INV00021622,2025-07-06,STR016,PRD00789,71,0,33,0,38,0,111526.58
INV00021623,2025-07-06,STR016,PRD01183,9,34,7,1,37,0,123284.0
INV00021624,2025-07-06,STR016,PRD00229,31,0,13,0,18,0,24280.2
INV00021625,2025-07-06,STR016,PRD01008,223,0,5,2,220,0,31240.0
INV00021626,2025-07-06,STR016,PRD00153,19,0,11,2,10,0,79221.2
INV00021627,2025-07-06,STR016,PRD00161,11,28,5,0,34,0,238519.52
INV00021628,2025-07-06,STR016,PRD00124,23,48,12,0,59,0,420289.45
INV00021629,2025-07-06,STR016,PRD00705,325,0,187,0,138,0,45323.34
INV00021630,2025-07-06,STR016,PRD00025,39,118,22,0,135,0,218301.75
INV00021631,2025-07-06,STR016,PRD00759,52,0,25,0,26,1,68759.08
INV00021632,2025-07-06,STR016,PRD01163,28,43,10,0,61,0,226679.66
INV00021633,2025-07-06,STR016,PRD00056,23,45,8,0,60,0,514860.6
INV00021634,2025-07-06,STR016,PRD00656,363,0,5,1,359,0,50654.9
INV00021635,2025-07-06,STR016,PRD00432,36,0,9,0,27,0,17470.08
INV00021636,2025-07-06,STR016,PRD00928,127,0,5,0,122,0,221128.66
INV00021637,2025-07-06,STR016,PRD01161,124,0,65,3,62,0,137575.52
INV00021638,2025-07-06,STR016,PRD00547,215,0,95,0,120,0,9152.4
INV00021639,2025-07-06,STR016,PRD00417,90,0,30,3,63,0,41687.73
INV00021640,2025-07-06,STR016,PRD00642,182,0,47,0,135,0,39179.7
INV00021641,2025-07-06,STR017,PRD00781,93,0,39,0,54,0,111825.36
INV00021642,2025-07-06,STR017,PRD00075,40,0,21,0,19,0,133809.21
INV00021643,2025-07-06,STR017,PRD00288,113,251,46,0,318,0,139716.48
INV00021644,2025-07-06,STR017,PRD00535,129,0,64,0,65,0,14578.2
INV00021645,2025-07-06,STR017,PRD00545,96,361,15,0,442,0,111582.9
INV00021646,2025-07-06,STR017,PRD00014,43,62,11,0,94,0,431144.16
INV00021647,2025-07-06,STR017,PRD00852,94,0,12,0,82,0,99616.88
INV00021648,2025-07-06,STR017,PRD00536,135,0,23,0,112,0,30346.4
INV00021649,2025-07-06,STR017,PRD00565,165,0,18,0,147,0,9037.56
INV00021650,2025-07-06,STR017,PRD00107,16,68,6,0,78,0,271729.38
INV00021651,2025-07-06,STR017,PRD00745,64,112,25,0,151,0,276206.18
INV00021652,2025-07-06,STR017,PRD00033,75,138,29,1,184,1,328123.52
INV00021653,2025-07-06,STR017,PRD00656,118,0,66,0,52,0,7337.2
INV00021654,2025-07-06,STR017,PRD00492,243,391,130,0,504,0,182468.16
INV00021655,2025-07-06,STR017,PRD00737,53,0,23,0,28,2,21094.36
INV00021656,2025-07-06,STR017,PRD00114,79,0,7,0,72,0,886032.0
INV00021657,2025-07-06,STR017,PRD00677,135,175,37,0,273,0,227542.77
INV00021658,2025-07-06,STR017,PRD00931,41,0,23,0,17,1,21196.96
INV00021659,2025-07-06,STR017,PRD01045,80,263,25,0,318,0,149854.32
INV00021660,2025-07-06,STR017,PRD00921,31,0,13,0,18,0,33010.92
INV00021661,2025-07-06,STR018,PRD00282,159,375,22,0,512,0,240757.76
INV00021662,2025-07-06,STR018,PRD00362,62,0,25,0,37,0,19702.87
INV00021663,2025-07-06,STR018,PRD00477,177,285,22,0,440,0,42970.4
INV00021664,2025-07-06,STR018,PRD01080,175,0,57,0,118,0,91064.14
INV00021665,2025-07-06,STR018,PRD00593,133,0,54,0,79,0,30481.36
